name,score,label
abc_00000020_ad34a3f60c4a4caa99646600_trimesh_000.obj,4.29345301805976e-05,0
abc_00000027_ad34a3f60c4a4caa99646600_trimesh_007.obj,5.483370311291461e-05,0
abc_00000032_ad34a3f60c4a4caa99646600_trimesh_012.obj,4.3118435466264295e-05,0
abc_00000061_767e4372b5f94a88a7a17d90_trimesh_002.obj,4.8450847619581815e-05,0
abc_00000063_767e4372b5f94a88a7a17d90_trimesh_004.obj,4.441172131919302e-05,0
abc_00000066_767e4372b5f94a88a7a17d90_trimesh_007.obj,4.431329944054596e-05,0
abc_00000098_72cf0f9ca5324822a4d41a80_trimesh_000.obj,3.9844489341097265e-05,0
abc_00000129_e18c7feacfb54f3880659b43_trimesh_004.obj,4.4674276978184935e-05,0
abc_00000130_e18c7feacfb54f3880659b43_trimesh_005.obj,4.4674750521759656e-05,0
abc_00000134_1418f3c3ca954e799c8860af_trimesh_000.obj,3.984044512132338e-05,0
abc_00000140_2fc54fcd110d4f49969163c4_trimesh_003.obj,4.467437399095312e-05,0
abc_00000154_a951550b8a1043a68423c541_trimesh_004.obj,3.9736113952434e-05,0
abc_00000161_a583c6c3cdc143bab3f6c856_trimesh_000.obj,3.97459369499605e-05,0
abc_00000168_bfdc19149a8b4e72b3d0f5c5_trimesh_000.obj,4.037361804876127e-05,0
abc_00000172_b21aa794b6b64d87a57c245e_trimesh_002.obj,0.0004988874849611117,0
abc_00000243_4829bc0645d6414d9b5cec31_trimesh_006.obj,3.998460882333651e-05,0
abc_00000259_845fb06d7f2f4802a806a600_trimesh_004.obj,4.649965649150545e-05,0
abc_00000267_845fb06d7f2f4802a806a600_trimesh_012.obj,3.603257649350174e-05,0
abc_00000269_845fb06d7f2f4802a806a600_trimesh_014.obj,0.00031338051667262334,0
abc_00000280_5a6ef3285b89452ea6b390e7_trimesh_001.obj,4.467925191420363e-05,0
abc_00000291_58f8ff46b7564e989f9695b7_trimesh_004.obj,3.971681311062033e-05,0
abc_00000295_52a153d2417747b5926ff9df_trimesh_000.obj,4.5267534915183205e-05,0
abc_00000296_52a153d2417747b5926ff9df_trimesh_001.obj,4.467491999093909e-05,0
abc_00000318_3062bccff48e47a2b9de05e3_trimesh_013.obj,4.2987708638975164e-05,0
abc_00000329_12a935cd9b684f879c0505fe_trimesh_000.obj,4.287463085953883e-05,0
abc_00000336_1a821c3883f7459a9615fca4_trimesh_000.obj,4.5548170722516566e-05,0
abc_00000342_fe70be720f7e49fa90ded969_trimesh_001.obj,4.452139971059902e-05,0
abc_00000352_4185972a944744d8a7a0f2b4_trimesh_008.obj,4.472459022508701e-05,0
abc_00000355_68d1a5c2319a4a419ff625c6_trimesh_001.obj,3.971681311062033e-05,0
abc_00000357_68d1a5c2319a4a419ff625c6_trimesh_003.obj,7.540119137653771e-05,0
abc_00000361_9ee540a56d79451e8026e1e6_trimesh_003.obj,4.4742596401192714e-05,0
abc_00000362_9ee540a56d79451e8026e1e6_trimesh_004.obj,4.468152837944217e-05,0
abc_00000369_23c957e8e7b2428282a13ae2_trimesh_002.obj,4.4319159314909484e-05,0
abc_00000377_23c957e8e7b2428282a13ae2_trimesh_010.obj,3.9782619902932005e-05,0
abc_00000378_23c957e8e7b2428282a13ae2_trimesh_011.obj,3.9737235056236386e-05,0
abc_00000399_2a4de304cbd9449ba073b442_trimesh_003.obj,3.971681720334649e-05,0
