name,score,label
abc_00000020_ad34a3f60c4a4caa99646600_trimesh_000.obj,8.076217757964817e-05,0
abc_00000027_ad34a3f60c4a4caa99646600_trimesh_007.obj,0.00016115526826373147,0
abc_00000032_ad34a3f60c4a4caa99646600_trimesh_012.obj,5.326609546803714e-05,0
abc_00000061_767e4372b5f94a88a7a17d90_trimesh_002.obj,2.3544896369761165e-05,0
abc_00000063_767e4372b5f94a88a7a17d90_trimesh_004.obj,2.1028182648781996e-05,0
abc_00000066_767e4372b5f94a88a7a17d90_trimesh_007.obj,0.00863930628741135,0
abc_00000098_72cf0f9ca5324822a4d41a80_trimesh_000.obj,3.538106830092147e-05,0
abc_00000129_e18c7feacfb54f3880659b43_trimesh_004.obj,1.2413606782502029e-05,0
abc_00000130_e18c7feacfb54f3880659b43_trimesh_005.obj,1.3820586900692433e-05,0
abc_00000134_1418f3c3ca954e799c8860af_trimesh_000.obj,4.203028917496947e-06,0
abc_00000140_2fc54fcd110d4f49969163c4_trimesh_003.obj,7.958087394399627e-06,0
abc_00000154_a951550b8a1043a68423c541_trimesh_004.obj,5.718722301632321e-05,0
abc_00000161_a583c6c3cdc143bab3f6c856_trimesh_000.obj,1.4755660686205374e-05,0
abc_00000168_bfdc19149a8b4e72b3d0f5c5_trimesh_000.obj,3.050048978063084e-05,0
abc_00000172_b21aa794b6b64d87a57c245e_trimesh_002.obj,8.262306801043451e-05,0
abc_00000243_4829bc0645d6414d9b5cec31_trimesh_006.obj,1.2026840977341635e-05,0
abc_00000259_845fb06d7f2f4802a806a600_trimesh_004.obj,3.787853165704291e-05,0
abc_00000267_845fb06d7f2f4802a806a600_trimesh_012.obj,2.2823183826403692e-05,0
abc_00000269_845fb06d7f2f4802a806a600_trimesh_014.obj,1.8234278968520812e-05,0
abc_00000280_5a6ef3285b89452ea6b390e7_trimesh_001.obj,2.5537216667241108e-05,0
abc_00000291_58f8ff46b7564e989f9695b7_trimesh_004.obj,2.0006979705537256e-06,0
abc_00000295_52a153d2417747b5926ff9df_trimesh_000.obj,1.0873869731161298e-05,0
abc_00000296_52a153d2417747b5926ff9df_trimesh_001.obj,2.3950665005637955e-05,0
abc_00000318_3062bccff48e47a2b9de05e3_trimesh_013.obj,6.251147957906748e-05,0
abc_00000329_12a935cd9b684f879c0505fe_trimesh_000.obj,4.446668299351586e-05,0
abc_00000336_1a821c3883f7459a9615fca4_trimesh_000.obj,2.1967824219852144e-05,0
abc_00000342_fe70be720f7e49fa90ded969_trimesh_001.obj,4.287932597435429e-06,0
abc_00000352_4185972a944744d8a7a0f2b4_trimesh_008.obj,2.492454200364591e-05,0
abc_00000355_68d1a5c2319a4a419ff625c6_trimesh_001.obj,1.6104469220105482e-05,0
abc_00000357_68d1a5c2319a4a419ff625c6_trimesh_003.obj,1.0172140188539439e-05,0
abc_00000361_9ee540a56d79451e8026e1e6_trimesh_003.obj,2.362660779908765e-05,0
abc_00000362_9ee540a56d79451e8026e1e6_trimesh_004.obj,3.157825146142083e-05,0
abc_00000369_23c957e8e7b2428282a13ae2_trimesh_002.obj,2.1086816474280567e-05,0
abc_00000377_23c957e8e7b2428282a13ae2_trimesh_010.obj,2.112614401994506e-05,0
abc_00000378_23c957e8e7b2428282a13ae2_trimesh_011.obj,2.085966737771135e-05,0
abc_00000399_2a4de304cbd9449ba073b442_trimesh_003.obj,0.009928798380618295,0
