name,score,label
abc_00000020_ad34a3f60c4a4caa99646600_trimesh_000.obj,0.0,0
abc_00000027_ad34a3f60c4a4caa99646600_trimesh_007.obj,0.0,0
abc_00000032_ad34a3f60c4a4caa99646600_trimesh_012.obj,0.0,0
abc_00000061_767e4372b5f94a88a7a17d90_trimesh_002.obj,0.0,0
abc_00000063_767e4372b5f94a88a7a17d90_trimesh_004.obj,0.0,0
abc_00000066_767e4372b5f94a88a7a17d90_trimesh_007.obj,0.0,0
abc_00000098_72cf0f9ca5324822a4d41a80_trimesh_000.obj,0.0,0
abc_00000129_e18c7feacfb54f3880659b43_trimesh_004.obj,0.0,0
abc_00000130_e18c7feacfb54f3880659b43_trimesh_005.obj,0.0,0
abc_00000134_1418f3c3ca954e799c8860af_trimesh_000.obj,0.0,0
abc_00000140_2fc54fcd110d4f49969163c4_trimesh_003.obj,0.0,0
abc_00000154_a951550b8a1043a68423c541_trimesh_004.obj,0.0,0
abc_00000161_a583c6c3cdc143bab3f6c856_trimesh_000.obj,0.0,0
abc_00000168_bfdc19149a8b4e72b3d0f5c5_trimesh_000.obj,0.0,0
abc_00000172_b21aa794b6b64d87a57c245e_trimesh_002.obj,0.0,0
abc_00000243_4829bc0645d6414d9b5cec31_trimesh_006.obj,0.0,0
abc_00000259_845fb06d7f2f4802a806a600_trimesh_004.obj,0.0,0
abc_00000267_845fb06d7f2f4802a806a600_trimesh_012.obj,0.0,0
abc_00000269_845fb06d7f2f4802a806a600_trimesh_014.obj,0.0,0
abc_00000280_5a6ef3285b89452ea6b390e7_trimesh_001.obj,0.0,0
abc_00000291_58f8ff46b7564e989f9695b7_trimesh_004.obj,0.0,0
abc_00000295_52a153d2417747b5926ff9df_trimesh_000.obj,0.0,0
abc_00000296_52a153d2417747b5926ff9df_trimesh_001.obj,0.0,0
abc_00000318_3062bccff48e47a2b9de05e3_trimesh_013.obj,0.0,0
abc_00000329_12a935cd9b684f879c0505fe_trimesh_000.obj,0.0,0
abc_00000336_1a821c3883f7459a9615fca4_trimesh_000.obj,0.0,0
abc_00000342_fe70be720f7e49fa90ded969_trimesh_001.obj,0.0,0
abc_00000352_4185972a944744d8a7a0f2b4_trimesh_008.obj,0.0,0
abc_00000355_68d1a5c2319a4a419ff625c6_trimesh_001.obj,0.0,0
abc_00000357_68d1a5c2319a4a419ff625c6_trimesh_003.obj,0.0,0
abc_00000361_9ee540a56d79451e8026e1e6_trimesh_003.obj,0.0,0
abc_00000362_9ee540a56d79451e8026e1e6_trimesh_004.obj,0.0,0
abc_00000369_23c957e8e7b2428282a13ae2_trimesh_002.obj,0.0,0
abc_00000377_23c957e8e7b2428282a13ae2_trimesh_010.obj,0.0,0
abc_00000378_23c957e8e7b2428282a13ae2_trimesh_011.obj,0.0,0
abc_00000399_2a4de304cbd9449ba073b442_trimesh_003.obj,0.0,0
abc_00000420_bd0972033f464f8f961a150a_trimesh_001.obj,0.0,0
abc_00000461_516b1784884d4facbc4c0d74_trimesh_009.obj,0.0,0
abc_00000486_a7d0c851b5f24a97a7cac950_trimesh_003.obj,0.0,0
abc_00000500_5499914343bd4f549b38046d_trimesh_001.obj,0.0,0
abc_00000501_5499914343bd4f549b38046d_trimesh_002.obj,0.0,0
abc_00000526_f9d6559308dc4c85aab9fa38_trimesh_000.obj,0.0,0
abc_00000541_ee945ee6b30a473d9b86447f_trimesh_000.obj,0.0,0
abc_00000566_2f2b015ef4904c1caef56154_trimesh_000.obj,0.0,0
abc_00000611_04e799936ae446b9a3d8d2b8_trimesh_002.obj,0.0,0
abc_00000616_c710d414bbbc4340b682c58a_trimesh_002.obj,0.0,0
abc_00000632_4f322b34e87c43289916c298_trimesh_001.obj,0.0,0
abc_00000655_d87d11d9c3ca4ee5a88797ae_trimesh_003.obj,0.0,0
abc_00000660_6fae5591b3034f949b7e8eae_trimesh_001.obj,0.0,0
abc_00000694_45f6100bfa3948e69405bb21_trimesh_000.obj,0.0,0
abc_00000711_7ad02ca9009d40fd8c345639_trimesh_000.obj,0.0,0
abc_00000714_7ad02ca9009d40fd8c345639_trimesh_003.obj,0.0,0
abc_00000719_4332e25d10a247f084c68cba_trimesh_002.obj,0.0,0
abc_00000733_4a23e5ff37ae4a19b5c7859d_trimesh_000.obj,0.0,0
abc_00000746_6cb3ddbb49974d7db0e97135_trimesh_001.obj,0.0,0
abc_00000752_6f0d90054d40400593050930_trimesh_001.obj,0.0,0
abc_00000806_05cadeb104be4c8aa75ccc71_trimesh_000.obj,0.0,0
abc_00000813_36e6258346004cabb4c091b2_trimesh_001.obj,0.0,0
abc_00000818_6bbad2756d7845bd8d731d60_trimesh_000.obj,0.0,0
abc_00000848_2c1efcc32d094e9fb9e1a88e_trimesh_008.obj,0.0,0
abc_00000850_2c1efcc32d094e9fb9e1a88e_trimesh_010.obj,0.0,0
abc_00000852_2c1efcc32d094e9fb9e1a88e_trimesh_012.obj,0.0,0
abc_00000854_2c1efcc32d094e9fb9e1a88e_trimesh_014.obj,0.0,0
abc_00000862_029c2575dd474650ba1b8d21_trimesh_002.obj,0.0,0
abc_00000873_029c2575dd474650ba1b8d21_trimesh_013.obj,0.0,0
abc_00000876_029c2575dd474650ba1b8d21_trimesh_016.obj,0.0,0
abc_00000878_029c2575dd474650ba1b8d21_trimesh_018.obj,0.0,0
abc_00000883_029c2575dd474650ba1b8d21_trimesh_023.obj,0.0,0
abc_00000889_e2d3a4dc5f7c438bb240e9d1_trimesh_000.obj,0.0,0
abc_00000912_c9400dcd7ae9428caffe2204_trimesh_005.obj,0.0,0
abc_00000948_f297a24e1a4446cf9d74efd9_trimesh_007.obj,0.0,0
abc_00000949_f297a24e1a4446cf9d74efd9_trimesh_008.obj,0.0,0
abc_00000954_a741c7966d2c40a8a511263e_trimesh_000.obj,0.0,0
abc_00000984_0dd1386597104265ab67e6cf_trimesh_007.obj,0.0,0
abc_00000993_ac4ba032d4b5431ca04f542c_trimesh_000.obj,0.0,0
abc_00000994_ac4ba032d4b5431ca04f542c_trimesh_001.obj,0.0,0
abc_00001024_21adcacb9707488ea6655fd2_trimesh_000.obj,0.0,0
abc_00001030_cde47df6e28543d1b434f206_trimesh_002.obj,0.0,0
abc_00001037_be3ed2c9696e4e6a91b34f79_trimesh_002.obj,0.0,0
abc_00001049_2b2638f82b3946b1867f2d11_trimesh_005.obj,0.0,0
abc_00001129_c2db313c2ce749d784c610d2_trimesh_001.obj,0.0,0
abc_00001173_0889c458f3f74dc288d2d531_trimesh_004.obj,0.0,0
abc_00001192_c69a73fe64c84fa5a34c9f79_trimesh_000.obj,0.0,0
abc_00001210_4be610c137ba42ae9933e69b_trimesh_000.obj,0.0,0
abc_00001212_4be610c137ba42ae9933e69b_trimesh_002.obj,0.0,0
abc_00001225_5b328344bcd7429b89dba948_trimesh_000.obj,0.0,0
abc_00001245_96503b6a26c64074ad598927_trimesh_007.obj,0.0,0
abc_00001246_96503b6a26c64074ad598927_trimesh_008.obj,0.0,0
abc_00001247_96503b6a26c64074ad598927_trimesh_009.obj,0.0,0
abc_00001249_96503b6a26c64074ad598927_trimesh_011.obj,0.0,0
abc_00001289_b53ece83d8964b44bbf1f8ed_trimesh_025.obj,0.0,0
abc_00001345_d8d97699a52842539e08d117_trimesh_003.obj,0.0,0
abc_00001376_2e314c6e080b40fcb6a6db96_trimesh_019.obj,0.0,0
abc_00001386_be5d90220c204022acecd5f5_trimesh_000.obj,0.0,0
abc_00001389_21b525da345e4e62aebd906b_trimesh_000.obj,0.0,0
abc_00001401_49414db2dd594dc6a3907cf3_trimesh_004.obj,0.0,0
abc_00001402_49414db2dd594dc6a3907cf3_trimesh_005.obj,0.0,0
abc_00001403_49414db2dd594dc6a3907cf3_trimesh_006.obj,0.0,0
abc_00001404_49414db2dd594dc6a3907cf3_trimesh_007.obj,0.0,0
abc_00001417_a45f6c99e2154f3b94955175_trimesh_001.obj,0.0,0
abc_00001432_a45f6c99e2154f3b94955175_trimesh_016.obj,0.0,0
abc_00001450_a45f6c99e2154f3b94955175_trimesh_034.obj,0.0,0
abc_00001468_a45f6c99e2154f3b94955175_trimesh_052.obj,0.0,0
abc_00001469_a45f6c99e2154f3b94955175_trimesh_053.obj,0.0,0
