name,score,label
abc_00000020_ad34a3f60c4a4caa99646600_trimesh_000.obj,0.38651812240668754,0
abc_00000027_ad34a3f60c4a4caa99646600_trimesh_007.obj,0.3134000639183674,0
abc_00000032_ad34a3f60c4a4caa99646600_trimesh_012.obj,0.35509042356728593,0
abc_00000061_767e4372b5f94a88a7a17d90_trimesh_002.obj,0.1414581316552181,0
abc_00000063_767e4372b5f94a88a7a17d90_trimesh_004.obj,0.0794253418412475,0
abc_00000066_767e4372b5f94a88a7a17d90_trimesh_007.obj,0.37991540894708953,0
abc_00000098_72cf0f9ca5324822a4d41a80_trimesh_000.obj,0.05804701556196839,0
abc_00000129_e18c7feacfb54f3880659b43_trimesh_004.obj,0.3131078716463033,0
abc_00000130_e18c7feacfb54f3880659b43_trimesh_005.obj,0.3131078716463054,0
abc_00000134_1418f3c3ca954e799c8860af_trimesh_000.obj,0.14590068264403563,0
abc_00000140_2fc54fcd110d4f49969163c4_trimesh_003.obj,0.41386662635077237,0
abc_00000154_a951550b8a1043a68423c541_trimesh_004.obj,0.08804896769514126,0
abc_00000161_a583c6c3cdc143bab3f6c856_trimesh_000.obj,0.05031438042272958,0
abc_00000168_bfdc19149a8b4e72b3d0f5c5_trimesh_000.obj,0.2830786079067977,0
abc_00000172_b21aa794b6b64d87a57c245e_trimesh_002.obj,0.07110347802360195,0
abc_00000243_4829bc0645d6414d9b5cec31_trimesh_006.obj,0.3982851806336093,0
abc_00000259_845fb06d7f2f4802a806a600_trimesh_004.obj,0.37523376452417634,0
abc_00000267_845fb06d7f2f4802a806a600_trimesh_012.obj,0.07307670802733765,0
abc_00000269_845fb06d7f2f4802a806a600_trimesh_014.obj,0.5664050967890516,0
abc_00000280_5a6ef3285b89452ea6b390e7_trimesh_001.obj,0.27650965488069856,0
abc_00000291_58f8ff46b7564e989f9695b7_trimesh_004.obj,0.28435795359839844,0
abc_00000295_52a153d2417747b5926ff9df_trimesh_000.obj,0.27135241165701945,0
abc_00000296_52a153d2417747b5926ff9df_trimesh_001.obj,0.3436862907266657,0
abc_00000318_3062bccff48e47a2b9de05e3_trimesh_013.obj,0.0329755302160559,0
abc_00000329_12a935cd9b684f879c0505fe_trimesh_000.obj,0.3555692070892092,0
abc_00000336_1a821c3883f7459a9615fca4_trimesh_000.obj,0.36135469828019556,0
abc_00000342_fe70be720f7e49fa90ded969_trimesh_001.obj,0.11037907064921333,0
abc_00000352_4185972a944744d8a7a0f2b4_trimesh_008.obj,0.36213550695728913,0
abc_00000355_68d1a5c2319a4a419ff625c6_trimesh_001.obj,0.039423914469321496,0
abc_00000357_68d1a5c2319a4a419ff625c6_trimesh_003.obj,0.3871106085655832,0
abc_00000361_9ee540a56d79451e8026e1e6_trimesh_003.obj,0.1486874265881802,0
abc_00000362_9ee540a56d79451e8026e1e6_trimesh_004.obj,0.26124904255318493,0
abc_00000369_23c957e8e7b2428282a13ae2_trimesh_002.obj,0.41785369749297563,0
abc_00000377_23c957e8e7b2428282a13ae2_trimesh_010.obj,0.3624056983668445,0
abc_00000378_23c957e8e7b2428282a13ae2_trimesh_011.obj,0.3333803210718472,0
abc_00000399_2a4de304cbd9449ba073b442_trimesh_003.obj,0.11262367519082221,0
abc_00000420_bd0972033f464f8f961a150a_trimesh_001.obj,1.982608457726511e-05,0
abc_00000461_516b1784884d4facbc4c0d74_trimesh_009.obj,0.35470388043864337,0
abc_00000486_a7d0c851b5f24a97a7cac950_trimesh_003.obj,0.39892321773973555,0
abc_00000500_5499914343bd4f549b38046d_trimesh_001.obj,0.19460929891078818,0
abc_00000501_5499914343bd4f549b38046d_trimesh_002.obj,0.16197097838595487,0
abc_00000526_f9d6559308dc4c85aab9fa38_trimesh_000.obj,0.29815854906916156,0
abc_00000541_ee945ee6b30a473d9b86447f_trimesh_000.obj,0.2877553854755751,0
abc_00000566_2f2b015ef4904c1caef56154_trimesh_000.obj,0.15928135292243342,0
abc_00000611_04e799936ae446b9a3d8d2b8_trimesh_002.obj,2.370343397841932e-14,0
abc_00000616_c710d414bbbc4340b682c58a_trimesh_002.obj,8.217723696352309e-06,0
abc_00000632_4f322b34e87c43289916c298_trimesh_001.obj,0.13024211846610362,0
abc_00000655_d87d11d9c3ca4ee5a88797ae_trimesh_003.obj,0.3358123888733915,0
abc_00000660_6fae5591b3034f949b7e8eae_trimesh_001.obj,0.03190619109206077,0
abc_00000694_45f6100bfa3948e69405bb21_trimesh_000.obj,0.0453733159594148,0
abc_00000711_7ad02ca9009d40fd8c345639_trimesh_000.obj,0.38159925887572954,0
abc_00000714_7ad02ca9009d40fd8c345639_trimesh_003.obj,0.36204506254366703,0
abc_00000719_4332e25d10a247f084c68cba_trimesh_002.obj,0.026917131693649617,0
abc_00000733_4a23e5ff37ae4a19b5c7859d_trimesh_000.obj,0.43614139565370585,0
abc_00000746_6cb3ddbb49974d7db0e97135_trimesh_001.obj,0.39044370895776137,0
abc_00000752_6f0d90054d40400593050930_trimesh_001.obj,0.05931188623947834,0
abc_00000806_05cadeb104be4c8aa75ccc71_trimesh_000.obj,1.1057844062386422e-14,0
abc_00000813_36e6258346004cabb4c091b2_trimesh_001.obj,1.5464038445153628e-14,0
abc_00000818_6bbad2756d7845bd8d731d60_trimesh_000.obj,9.338090586534798e-15,0
abc_00000848_2c1efcc32d094e9fb9e1a88e_trimesh_008.obj,0.3068250762761695,0
abc_00000850_2c1efcc32d094e9fb9e1a88e_trimesh_010.obj,0.020018072858256998,0
abc_00000852_2c1efcc32d094e9fb9e1a88e_trimesh_012.obj,0.3470207406661723,0
abc_00000854_2c1efcc32d094e9fb9e1a88e_trimesh_014.obj,0.03596294382003881,0
abc_00000862_029c2575dd474650ba1b8d21_trimesh_002.obj,0.3532827684554891,0
abc_00000873_029c2575dd474650ba1b8d21_trimesh_013.obj,0.0028889439582819314,0
abc_00000876_029c2575dd474650ba1b8d21_trimesh_016.obj,0.016331930205985484,0
abc_00000878_029c2575dd474650ba1b8d21_trimesh_018.obj,0.5065507792927039,0
abc_00000883_029c2575dd474650ba1b8d21_trimesh_023.obj,0.01286259446096063,0
abc_00000889_e2d3a4dc5f7c438bb240e9d1_trimesh_000.obj,0.2919147285608275,0
abc_00000912_c9400dcd7ae9428caffe2204_trimesh_005.obj,0.3862531843604105,0
abc_00000948_f297a24e1a4446cf9d74efd9_trimesh_007.obj,0.5393338195468134,0
abc_00000949_f297a24e1a4446cf9d74efd9_trimesh_008.obj,0.31583057653256813,0
abc_00000954_a741c7966d2c40a8a511263e_trimesh_000.obj,0.4444478172134339,0
abc_00000984_0dd1386597104265ab67e6cf_trimesh_007.obj,0.19646184075911743,0
abc_00000993_ac4ba032d4b5431ca04f542c_trimesh_000.obj,0.1326969915927492,0
abc_00000994_ac4ba032d4b5431ca04f542c_trimesh_001.obj,0.19506954420159764,0
abc_00001024_21adcacb9707488ea6655fd2_trimesh_000.obj,8.876566033117797e-15,0
abc_00001030_cde47df6e28543d1b434f206_trimesh_002.obj,0.3311808794399618,0
abc_00001037_be3ed2c9696e4e6a91b34f79_trimesh_002.obj,0.4575514855009741,0
abc_00001049_2b2638f82b3946b1867f2d11_trimesh_005.obj,0.09790101692116951,0
abc_00001129_c2db313c2ce749d784c610d2_trimesh_001.obj,0.36370328054671613,0
abc_00001173_0889c458f3f74dc288d2d531_trimesh_004.obj,0.09443898834341377,0
abc_00001192_c69a73fe64c84fa5a34c9f79_trimesh_000.obj,0.2908040119927355,0
abc_00001210_4be610c137ba42ae9933e69b_trimesh_000.obj,0.27526390010826923,0
abc_00001212_4be610c137ba42ae9933e69b_trimesh_002.obj,0.2766220163594905,0
abc_00001225_5b328344bcd7429b89dba948_trimesh_000.obj,0.3423965621162119,0
abc_00001245_96503b6a26c64074ad598927_trimesh_007.obj,0.38101144378078455,0
abc_00001246_96503b6a26c64074ad598927_trimesh_008.obj,0.3903235053539803,0
abc_00001247_96503b6a26c64074ad598927_trimesh_009.obj,0.2766976241255008,0
abc_00001249_96503b6a26c64074ad598927_trimesh_011.obj,0.44227189018548935,0
abc_00001289_b53ece83d8964b44bbf1f8ed_trimesh_025.obj,0.2537415702152591,0
abc_00001345_d8d97699a52842539e08d117_trimesh_003.obj,0.43466029545647866,0
abc_00001376_2e314c6e080b40fcb6a6db96_trimesh_019.obj,0.3757556077904978,0
abc_00001386_be5d90220c204022acecd5f5_trimesh_000.obj,0.29799462839532054,0
abc_00001389_21b525da345e4e62aebd906b_trimesh_000.obj,0.3652772739313308,0
abc_00001401_49414db2dd594dc6a3907cf3_trimesh_004.obj,0.384215178352761,0
abc_00001402_49414db2dd594dc6a3907cf3_trimesh_005.obj,0.10645623777916714,0
abc_00001403_49414db2dd594dc6a3907cf3_trimesh_006.obj,0.4003563714665659,0
abc_00001404_49414db2dd594dc6a3907cf3_trimesh_007.obj,0.02893293085802773,0
abc_00001417_a45f6c99e2154f3b94955175_trimesh_001.obj,0.3715498459783213,0
abc_00001432_a45f6c99e2154f3b94955175_trimesh_016.obj,0.20582188320096784,0
abc_00001450_a45f6c99e2154f3b94955175_trimesh_034.obj,0.3399259124021382,0
abc_00001468_a45f6c99e2154f3b94955175_trimesh_052.obj,2.0808341999762538e-14,0
abc_00001469_a45f6c99e2154f3b94955175_trimesh_053.obj,2.3426916116343974e-14,0
abc_00001486_a45f6c99e2154f3b94955175_trimesh_070.obj,0.2978039092157179,0
abc_00001490_6c8ef6d2f5564d139a5077f8_trimesh_001.obj,0.312109785913706,0
abc_00001495_6c8ef6d2f5564d139a5077f8_trimesh_006.obj,0.2662979313593366,0
abc_00001497_eb4e2b01aaca4131bfc64adb_trimesh_001.obj,0.38964691026934556,0
abc_00001500_eb4e2b01aaca4131bfc64adb_trimesh_004.obj,0.4063607857813732,0
abc_00001517_5696c053883042c4b316adf0_trimesh_001.obj,0.41123704728287575,0
abc_00001535_e1d62958d7ca4ad18fefd54d_trimesh_002.obj,0.10410076483216793,0
abc_00001542_e1d62958d7ca4ad18fefd54d_trimesh_009.obj,0.07230515401010633,0
abc_00001550_a94d978cf62948ce80b417a9_trimesh_000.obj,0.2951226607734728,0
abc_00001560_b76a69da5d3445f9bf397a98_trimesh_000.obj,0.5673202097763045,0
abc_00001563_2e9dc7e9a1a54dd7ab901478_trimesh_000.obj,0.45878762254532385,0
abc_00001567_9280741c840d4aa1af32658e_trimesh_002.obj,0.2031569033673478,0
abc_00001598_c118664e9f6f4943855293fa_trimesh_000.obj,1.3625650103670313e-14,0
abc_00001600_c118664e9f6f4943855293fa_trimesh_002.obj,2.840280580446231e-14,0
abc_00001614_8c3b97c1382c43bab3eb1b48_trimesh_002.obj,0.33592883628675796,0
abc_00001628_403be38599f04115b74521a6_trimesh_000.obj,0.43319848847645887,0
abc_00001630_c1de5979807b4b6a8c5b0e49_trimesh_001.obj,0.4095896717275894,0
abc_00001649_07f31e6ec73a4ba68df19f1f_trimesh_002.obj,0.3429280226033682,0
abc_00001665_2d7a230277ef4271b7ffd737_trimesh_000.obj,0.23483954574634647,0
abc_00001677_de1d70dc0e3b4652b6cfce4f_trimesh_004.obj,0.19026534738749726,0
abc_00001679_de1d70dc0e3b4652b6cfce4f_trimesh_006.obj,0.27738590941015534,0
abc_00001683_41da72eee5ca4a5492178124_trimesh_000.obj,0.05903155522181647,0
abc_00001694_2d229d781dc9461a9375c9af_trimesh_003.obj,0.27681680138039716,0
abc_00001703_46556a3837274c098a5fc60a_trimesh_000.obj,0.22129027665995116,0
abc_00001705_46556a3837274c098a5fc60a_trimesh_002.obj,0.3300597741776516,0
abc_00001722_ad7be758db3641a5a3e62d00_trimesh_000.obj,0.42095069876885244,0
abc_00001729_2e4d39f311304cfcab975e6a_trimesh_002.obj,0.18140380971093747,0
abc_00001735_ee1c39157f2e4a089c90e7e8_trimesh_000.obj,0.46526203736534627,0
abc_00001736_58088030d4b7419b8ad214f6_trimesh_000.obj,5.634769211615345e-15,0
abc_00001749_74905c964c8c4708bf6e2e44_trimesh_012.obj,0.30180222442771004,0
abc_00001779_b8592e9925204df1805bd0c3_trimesh_004.obj,0.2392255407317588,0
abc_00001794_23e6efbdae254d48b914d347_trimesh_012.obj,0.3937154419212615,0
abc_00001805_23e6efbdae254d48b914d347_trimesh_023.obj,0.0006386568936218236,0
abc_00001812_eb80cc3405004d2aadfec0d3_trimesh_001.obj,0.23314842007950648,0
abc_00001813_eb80cc3405004d2aadfec0d3_trimesh_002.obj,0.33612706030254313,0
abc_00001828_f8ce225b03b045e1a8743a75_trimesh_000.obj,0.15086774620791996,0
abc_00001830_9588ed6efa3c45dca239e256_trimesh_000.obj,0.36603475028892124,0
abc_00001858_161dbdd1389245c6aa183461_trimesh_001.obj,0.014604878583717227,0
abc_00001871_e6274ed08407419d8a719730_trimesh_001.obj,0.12572769518883323,0
abc_00001876_7dff003bccb549eca063340e_trimesh_002.obj,0.08296659033682276,0
abc_00001877_7dff003bccb549eca063340e_trimesh_003.obj,0.42555482009905565,0
abc_00001879_7dff003bccb549eca063340e_trimesh_005.obj,0.13133300771911469,0
abc_00001881_7dff003bccb549eca063340e_trimesh_007.obj,0.051945030948041745,0
abc_00001885_7dff003bccb549eca063340e_trimesh_011.obj,0.3407259008169231,0
abc_00001894_7dff003bccb549eca063340e_trimesh_020.obj,0.37699869547458287,0
abc_00001895_7dff003bccb549eca063340e_trimesh_021.obj,0.37556127474963175,0
abc_00001905_84deecba8b6449b5988f2e56_trimesh_001.obj,0.07224860389906557,0
abc_00001906_84deecba8b6449b5988f2e56_trimesh_002.obj,0.1333131291932209,0
abc_00001909_84deecba8b6449b5988f2e56_trimesh_005.obj,0.2559808867889676,0
abc_00001913_9912faaee57b4176b1deb5d4_trimesh_001.obj,0.20958057647479905,0
abc_00001924_bad445004ddc447b83171224_trimesh_003.obj,0.3280661921880218,0
abc_00001926_bad445004ddc447b83171224_trimesh_005.obj,0.29162273409359235,0
abc_00001931_d686c9d7503a42478530b382_trimesh_000.obj,0.13667561152413413,0
abc_00001969_72af61802aeb4e91b1b1b37b_trimesh_000.obj,0.1725369743544326,0
abc_00001984_72af61802aeb4e91b1b1b37b_trimesh_015.obj,0.2600508113977727,0
abc_00001992_79a5e839b001428dbc772925_trimesh_000.obj,0.2796221248058053,0
abc_00001998_b53d499a5d5c42dfade565bf_trimesh_000.obj,0.00534291968671059,0
abc_00002008_be2dc79cac834a8895f8aa60_trimesh_000.obj,0.19606824418916777,0
abc_00002023_f024db94f83d4bbb94358624_trimesh_000.obj,0.4266904860866356,0
abc_00002056_fb7d8749f7824fc9a0b49831_trimesh_000.obj,0.3571598331934128,0
abc_00002065_ec9ce2bb0d20437dad4533a2_trimesh_001.obj,0.2835126849761986,0
abc_00002066_ec9ce2bb0d20437dad4533a2_trimesh_002.obj,0.06650779251255377,0
abc_00002067_4ad58d9a4088415b9e0dbf18_trimesh_000.obj,0.3085907517183335,0
abc_00002138_05091350f8cd4cdda2981cab_trimesh_008.obj,0.03442210955560875,0
abc_00002153_b82d66be3f1244d1a6e9b75a_trimesh_000.obj,0.2755503479524756,0
abc_00002155_cde1f6a0f70c4897a0016114_trimesh_000.obj,0.33047285406656046,0
abc_00002165_af3af6b131e747f38dbcb2c5_trimesh_000.obj,0.32251208875659565,0
abc_00002169_af3af6b131e747f38dbcb2c5_trimesh_004.obj,0.3418731783655775,0
abc_00002195_c66535496d9741e3baa4a85c_trimesh_001.obj,0.2533703035538094,0
abc_00002223_e38471b78a2f45118e2e8a1e_trimesh_003.obj,0.27715985887579364,0
abc_00002235_c0346d7e928247129c7f105e_trimesh_000.obj,0.38405131476719184,0
abc_00002237_70fc984390f94560b7b9dafa_trimesh_000.obj,0.07228666103032373,0
abc_00002257_ee36ce2e0fc6420195435501_trimesh_000.obj,0.3381141230667197,0
abc_00002262_ee36ce2e0fc6420195435501_trimesh_005.obj,0.2791511397858441,0
abc_00002275_d78016eb44004ecb82bdbaa7_trimesh_000.obj,0.14504287041313946,0
abc_00002280_d78016eb44004ecb82bdbaa7_trimesh_005.obj,0.14187973807825094,0
abc_00002283_d78016eb44004ecb82bdbaa7_trimesh_008.obj,0.2805624193962744,0
abc_00002287_008ac7621b8c4a199f5780f1_trimesh_000.obj,0.17884622543491588,0
abc_00002291_121bc109bb5a40869e7cb6e3_trimesh_000.obj,0.3187379980676347,0
abc_00002298_e81bd6e8eea447f9ad6f246d_trimesh_000.obj,5.950369959193186e-15,0
abc_00002301_4809f34e75cd44d393946d41_trimesh_001.obj,0.017938537395829953,0
